 Название вакансии; , URL; , Название Компании; , Описание; 
Администратор серверов Linux ; ,https://krasnodar.hh.ru/vacancy/35052387?query=Python ; ,ООО МедРейтинг ;" ,""Администрирование linux-серверов, баз данных (с репликацией), резервное копирование. Мониторинг и анализ производительности систем. Тестирование отказоустойчивости системы. Написание скриптов для... ";" """
;;;;
Пентестер центра мониторинга ; ,https://krasnodar.hh.ru/vacancy/33194276?query=Python ; ,ООО АйТи Мониторинг ;" ,""...с системами сетевой безопасности (WAF, Firewall Management, Vulnerability Management, SIEM и другое). Автоматизация деятельности в области ИБ (bash, python, powershell). ";" """
;;;;
Инженер SOC ; ,https://krasnodar.hh.ru/vacancy/35599371?query=Python ; ,ООО АйТи Мониторинг ;" ,""Анализ инцидентов ИБ, поступающих от 1-й линии. Разработка рекомендаций по ликвидации последствий инцидента ИБ в ходе реагирования на инциденты.  ";" """
;;;;
Старший инженер по облачной инфраструктуре ; ,https://krasnodar.hh.ru/vacancy/35443073?query=Python ;" ,""ПАО МегаФон, IT ";" "",""Эксплуатация облачной инфраструктуры (VMware/OpenStack). Обеспечивает предоставление облачной инфраструктуры для всех Клиентов Компании, включая сервисы уровня Mission / Business Critical в... ";" """
;;;;
"QA engineer (тестировщик), Москва ; ,https://krasnodar.hh.ru/vacancy/35743759?query=Python "; , DriverPack Solution ; , ; ;
;;;;
QA Engineer ; ,https://krasnodar.hh.ru/vacancy/35117542?query=Python ; , БАРС Груп ;" ,""Разработка автотестов: Доработка\разработка тест-кейсов, чек-листов (Техники тест-дизайна). Доработка совместно с devOps запуск автотестов на сервере CI... ";" """
;;;;
Тестировщик ПО ; ,https://krasnodar.hh.ru/vacancy/28711707?query=Python ;" ,"" МАГНИТ, Розничная сеть ";" "",""Проведение функционального, интеграционного, регрессионного тестирования программных продуктов. Разработка сценариев тестирования на основе спецификаций требований. Регистрация дефектов в баг трекере, контроль... ";" """
;;;;
Продуктовый аналитик (Москва) ; ,https://krasnodar.hh.ru/vacancy/35743626?query=Python ; , DriverPack Solution ; ,Покупаем сотрудникам всю нужную технику и программное обеспечение. Оставь заявку. ; 
;;;;
Middle DevOps инженер ; ,https://krasnodar.hh.ru/vacancy/35671410?query=Python ;" ,"" ЮТэйр, Авиакомпания ";" "",""Сопровождать и делать предложения по улучшению инфраструктуры. Планировать дежурства технической поддержки во время праздников и выходных. Писать документацию, DRP (Disaster... ";" """
;;;;
Разработчик Python ; ,https://krasnodar.hh.ru/vacancy/35150912?query=Python ; ,ПАО Ростелеком ;" ,""Написание кода для систем мониторинга и управления клиентским оборудованием (CPE). Разработка интеграций с информационными системами. Устранение сбоев БД, приложений.  ";" """
;;;;
Ведущий разработчик Firebird ; ,https://krasnodar.hh.ru/vacancy/31333501?query=Python ;" ,"" МАГНИТ, Розничная сеть ";" "",""Разработка системного и прикладного ПО с """"нуля"""" (Firebird, Python). Проведение работ по оптимизации существующего ПО. Проработка архитектурных и технических решений. ";" """
;;;;
"Scala Developer (Java / C++ / С# / Python), г. Севастополь ; ,https://krasnodar.hh.ru/vacancy/34638618?query=Python "; , NAUMEN ;" ,""Мы поддерживаем развитие ИТ-сообщества и обмен опытом: участвуем во внешних и внутренних конференциях не только в качестве слушателя, но... ";" """;
;;;;
Инженер по адаптации VNF ; ,https://krasnodar.hh.ru/vacancy/35171222?query=Python ; ,ООО Форпост ; ,Отладка и анализ производительности созданных скриптов и шаблонов. Доработка модулей облачных решений на Python. Анализ открытых и коммерческих решений VNF. ; 
;;;;
Data Scientist ; ,https://krasnodar.hh.ru/vacancy/33958962?query=Python ;" ,"" МАГНИТ, Розничная сеть ";" "",""Разработка статистических моделей/алгоритмов и их реализация на R, Python. Оптимизация инструментов и подходов к решению задач. Курирование развития младших... ";" """
;;;;
Начальник отдела разработки (Архитектор) ; ,https://krasnodar.hh.ru/vacancy/35151648?query=Python ; , Базэл Аэро ; ,Организация деятельности отдела разработки и сопровождения информационных систем по обслуживанию и развитию информационных систем предприятия. Участие в формировании ИТ-ландшафта... ; 
;;;;
Программист веб-приложений (Frontend-разработчик) ; ,https://krasnodar.hh.ru/vacancy/35628901?query=Python ;" ,""ООО Кубань Кредит, КБ ";" "",Разработка системы электронного документооборота (ЭДО и EDI). Разработка сервисов для интеграции с другими системами в рамках электронного документооборота.  "; 
;;;;
Программист ( интеграционный разработчик) ; ,https://krasnodar.hh.ru/vacancy/35607666?query=Python ; ,ООО ОТР ; , ; 
;;;;
Frontend-разработчик (Vue.js) ; ,https://krasnodar.hh.ru/vacancy/35569303?query=Python ; ,ООО ЦЦЭТ ;" ,""Поддержка, доработка и развитие существующих веб-приложений. Разработка функционала фронтенда веб-приложений для реализации логики взаимодействия с пользователем и с... ";" """
;;;;
Эксперт САПР по каталогам ; ,https://krasnodar.hh.ru/vacancy/34575708?query=Python ; ,АО НИПИГАЗ ;" ,""Обеспечение сроков и качества выполнения заявок по каталогам. Разработка каталогов трубопроводных элементов, металлоконструкций, кабельных лотков и оборудования. Разработка каталогов изоляции... ";" """
;;;;
Главный эксперт СУИД ; ,https://krasnodar.hh.ru/vacancy/34575944?query=Python ; ,АО НИПИГАЗ ; ,Администрирование и настройка платформы AVEVA Engineering для внедрения СУИД. Запрос и анализ исходных данных от производственных дисциплин. Определение ответственных по... ; 
;;;;
Преподаватель в школу программирования ; ,https://krasnodar.hh.ru/vacancy/35561411?query=Python ; ,ИП Афанасьева Анна Сергеевна ; ,Проведение занятий по программированию для детей с 10-17 лет. Проверка домашних занятий на платформе. ; 
;;;;
Технический серверный консультант (ЕГИССО) ; ,https://krasnodar.hh.ru/vacancy/35608566?query=Python ; ,ООО ОТР ;" ,""Экспертизе компании, подтвержденной масштабными проектами. Поддержка сред разработки/тестирования и промышленных сред. - Администрирование СУБД PostgreSQL, java приложений, серверов приложений (apache... ";" """
;;;;
Frontend-разработчик (Python) ; ,https://krasnodar.hh.ru/vacancy/35477557?query=Python ; ,ООО ОТР ;" ,""Экспертизе компании, подтвержденной масштабными проектами. Разработка нового функционала и поддержка существующего. Участие в разработке флагманского продукта компании - системы документооборота для... ";" """
;;;;
Middle Python back-end / Golang Developer (Краснодар) ; ,https://krasnodar.hh.ru/vacancy/33656384?query=Python ; ,ООО Тагес Джамп ; ,Развитие текущих и разработка новых сервисов. Постоянное развитие в области разработки высоконагруженных проектов. ; 
;;;;
QA-специалист ; ,https://krasnodar.hh.ru/vacancy/35477803?query=Python ;" ,"" ЮТэйр, Авиакомпания ";" "",""Utair входит в топ-5 российских авиаперевозчиков. Авиакомпания летает по 150 направлениям, более 60 из которых доступны только пассажирам Utair.  ";" """
;;;;
Специалист отдела систем автоматизированного проектирования ; ,https://krasnodar.hh.ru/vacancy/35471616?query=Python ; ,АО НИПИГАЗ ;" ,""Создание и сопровождение каталогов программного обеспечения Aveva Plant, Tekla и аналогичных. Разработка каталогов трубопроводных элементов, металлоконструкций, кабельных лотков и оборудования.  ";" """
;;;;
Machine Learning Developer (AWS) ; ,https://krasnodar.hh.ru/vacancy/35380438?query=Python ; ,ООО ClearScale ; ,Select and justify the appropriate ML approach for a given business problem. Identify appropriate AWS services to implement ML solutions.  ; 
;;;;
Ведущий инженер-программист 1с ; ,https://krasnodar.hh.ru/vacancy/35416971?query=Python ; ,ООО Газпром бурение ;" ,""Разработка нового функционала в рамках системы 1С:Предприятие. Поддержка существующего функционала. Поиск и устранение ошибок в программном коде, оптимизация... ";" """
;;;;
IT advisor в детской школе программирования СОФТИУМ ; ,https://krasnodar.hh.ru/vacancy/35406383?query=Python ; , СОФТИУМ (ИП Южакова Ольга Николаевна) ; ,1. Проведение развивающих занятий по тематике программирования с детьми от 6 до 14 лет. 2. Участие в различных проектах школы. ; 
;;;;
Frontend JS Разработчик ; ,https://krasnodar.hh.ru/vacancy/35381343?query=Python ; ,ООО Нэти ;" ,""Разрабатывать фронт-энд на различных проектах. Рефакторинг и оптимизация существующего кода. Разработка нового функционала. Взаимодействие с коллегами, проектирование, обсуждение задач... ";" """
;;;;
Системный администратор ; ,https://krasnodar.hh.ru/vacancy/34820791?query=Python ; , Группа компаний Везёт ;" ,""Обеспечение непрерывной работы сервисов, поддержка и запуск новых сервисов. Сопровождение инцидентов и запросов на обслуживание. Решение нестандартных задач.  ";" """
